,,Final,,,Semi,,,Info,,,Overall #,,,GF #,,,SF #,,
197,1969,5,26.67%,1969,,,,🇮🇪 Ireland,Muriel Day & The Lindsays,The Wages of Love,7.5,16,56.67%,7.5,16,56.67%,,,
198,1969,6,33.33%,1969,,,,🇮🇹 Italy,Iva Zanicchi,Due grosse lacrime bianche,13.5,16,16.67%,13.5,16,16.67%,,,
199,1969,7,40.00%,1969,,,,🇬🇧 United Kingdom,Lulu,Boom Bang-a-Bang,1,16,100.00%,1,16,100.00%,,,
200,1969,8,46.67%,1969,,,,🇳🇱 Netherlands,Lenny Kuhr,De troubadour,1,16,100.00%,1,16,100.00%,,,
201,1969,9,53.33%,1969,,,,🇸🇪 Sweden,Tommy Körberg,"Judy, min vän",9.5,16,43.33%,9.5,16,43.33%,,,
202,1969,10,60.00%,1969,,,,🇧🇪 Belgium,Louis Neefs,Jennifer Jennings,7.5,16,56.67%,7.5,16,56.67%,,,
203,1969,11,66.67%,1969,,,,🇨🇭 Switzerland,Paola del Medico,"Bonjour, Bonjour",5,16,73.33%,5,16,73.33%,,,
204,1969,12,73.33%,1969,,,,🇳🇴 Norway,Kirsti Sparboe,"Oj, oj, oj, så glad jeg skal bli",16,16,0.00%,16,16,0.00%,,,
205,1969,13,80.00%,1969,,,,🇩🇪 Germany,Siw Malmkvist,Primaballerina,9.5,16,43.33%,9.5,16,43.33%,,,
206,1969,14,86.67%,1969,,,,🇫🇷 France,Frida Boccara,"Un jour, un enfant",1,16,100.00%,1,16,100.00%,,,
207,1969,15,93.33%,1969,,,,🇵🇹 Portugal,Simone de Oliveira,Desfolhada portuguesa,15,16,6.67%,15,16,6.67%,,,
208,1969,16,100.00%,1969,,,,🇫🇮 Finland,Jarkko & Laura,Kuin silloin ennen,12,16,26.67%,12,16,26.67%,,,
209,1970,1,0.00%,1970,,,,🇳🇱 Netherlands,Patricia & Hearts of Soul,Waterman,7,12,45.45%,7,12,45.45%,,,
210,1970,2,9.09%,1970,,,,🇨🇭 Switzerland,Henri Dès,Retour,5,12,63.64%,5,12,63.64%,,,
211,1970,3,18.18%,1970,,,,🇮🇹 Italy,Gianni Morandi,Occhi di ragazza,9,12,27.27%,9,12,27.27%,,,
212,1970,4,27.27%,1970,,,,🏳 Yugoslavia,Eva Sršen,"Pridi, dala ti bom cvet",11,12,9.09%,11,12,9.09%,,,
213,1970,5,36.36%,1970,,,,🇧🇪 Belgium,Jean Vallée,Viens l'oublier,9,12,27.27%,9,12,27.27%,,,
214,1970,6,45.45%,1970,,,,🇫🇷 France,Guy Bonnet,Marie-Blanche,5,12,63.64%,5,12,63.64%,,,
215,1970,7,54.55%,1970,,,,🇬🇧 United Kingdom,Mary Hopkin,"Knock, Knock Who's There?",2,12,90.91%,2,12,90.91%,,,
216,1970,8,63.64%,1970,,,,🇱🇺 Luxembourg,David Alexandre Winter,Je suis tombé du ciel,12,12,0.00%,12,12,0.00%,,,
217,1970,9,72.73%,1970,,,,🇪🇸 Spain,Julio Iglesias,Gwendolyne,5,12,63.64%,5,12,63.64%,,,
218,1970,10,81.82%,1970,,,,🇲🇨 Monaco,Dominique Dussault,Marlène,9,12,27.27%,9,12,27.27%,,,
219,1970,11,90.91%,1970,,,,🇩🇪 Germany,Katja Ebstein,Wunder gibt es immer wieder,3,12,81.82%,3,12,81.82%,,,
220,1970,12,100.00%,1970,,,,🇮🇪 Ireland,Dana,All Kinds of Everything,1,12,100.00%,1,12,100.00%,,,
221,1971,1,0.00%,1971,,,,🇦🇹 Austria,Marianne Mendt,Musik,16,18,11.76%,16,18,11.76%,,,
222,1971,2,5.88%,1971,,,,🇲🇹 Malta,Joe Grech,Marija l-Maltija,18,18,0.00%,18,18,0.00%,,,
223,1971,3,11.76%,1971,,,,🇲🇨 Monaco,Séverine,"Un banc, un arbre, une rue",1,18,100.00%,1,18,100.00%,,,
224,1971,4,17.65%,1971,,,,🇨🇭 Switzerland,"Peter, Sue & Marc",Les illusions de nos vingt ans,12,18,35.29%,12,18,35.29%,,,
225,1971,5,23.53%,1971,,,,🇩🇪 Germany,Katja Ebstein,Diese Welt,3,18,88.24%,3,18,88.24%,,,
226,1971,6,29.41%,1971,,,,🇪🇸 Spain,Karina,En un mundo nuevo,2,18,94.12%,2,18,94.12%,,,
227,1971,7,35.29%,1971,,,,🇫🇷 France,Serge Lama,Un jardin sur la terre,10,18,47.06%,10,18,47.06%,,,
228,1971,8,41.18%,1971,,,,🇱🇺 Luxembourg,Monique Melsen,"Pomme, pomme, pomme",13,18,29.41%,13,18,29.41%,,,
229,1971,9,47.06%,1971,,,,🇬🇧 United Kingdom,Clodagh Rodgers,Jack in the Box,4,18,82.35%,4,18,82.35%,,,
230,1971,10,52.94%,1971,,,,🇧🇪 Belgium,Lily Castel & Jacques Raymond,"Goeiemorgen, morgen",14.5,18,20.59%,14.5,18,20.59%,,,
231,1971,11,58.82%,1971,,,,🇮🇹 Italy,Massimo Ranieri,L'amore è un attimo,5,18,76.47%,5,18,76.47%,,,
232,1971,12,64.71%,1971,,,,🇸🇪 Sweden,Family Four,Vita vidder,6.5,18,67.65%,6.5,18,67.65%,,,
233,1971,13,70.59%,1971,,,,🇮🇪 Ireland,Angela Farrell,One Day Love,11,18,41.18%,11,18,41.18%,,,
234,1971,14,76.47%,1971,,,,🇳🇱 Netherlands,Saskia & Serge,Tijd,6.5,18,67.65%,6.5,18,67.65%,,,
235,1971,15,82.35%,1971,,,,🇵🇹 Portugal,Tonicha,Menina do alto da serra,9,18,52.94%,9,18,52.94%,,,
236,1971,16,88.24%,1971,,,,🏳 Yugoslavia,Krunoslav Slabinac,Tvoj dječak je tužan,14.5,18,20.59%,14.5,18,20.59%,,,
237,1971,17,94.12%,1971,,,,🇫🇮 Finland,Markku Aro & Koivistolaiset,Tie uuteen päivään,8,18,58.82%,8,18,58.82%,,,
238,1971,18,100.00%,1971,,,,🇳🇴 Norway,Hanne Krogh,Lykken er,17,18,5.88%,17,18,5.88%,,,
239,1972,1,0.00%,1972,,,,🇩🇪 Germany,Mary Roos,Nur die Liebe läßt uns leben,3,18,88.24%,3,18,88.24%,,,
240,1972,2,5.88%,1972,,,,🇫🇷 France,Betty Mars,Comé-comédie,11,18,41.18%,11,18,41.18%,,,
241,1972,3,11.76%,1972,,,,🇮🇪 Ireland,Sandie Jones,Ceol an Ghrá,15,18,17.65%,15,18,17.65%,,,
242,1972,4,17.65%,1972,,,,🇪🇸 Spain,Jaime Morey,Amanece,10,18,47.06%,10,18,47.06%,,,
243,1972,5,23.53%,1972,,,,🇬🇧 United Kingdom,The New Seekers,"Beg, Steal or Borrow",2,18,94.12%,2,18,94.12%,,,
244,1972,6,29.41%,1972,,,,🇳🇴 Norway,Grethe Kausland & Benny Borg,Småting,14,18,23.53%,14,18,23.53%,,,
245,1972,7,35.29%,1972,,,,🇵🇹 Portugal,Carlos Mendes,A festa da vida,7,18,64.71%,7,18,64.71%,,,
246,1972,8,41.18%,1972,,,,🇨🇭 Switzerland,Véronique Müller,C'est la chanson de mon amour,8,18,58.82%,8,18,58.82%,,,
247,1972,9,47.06%,1972,,,,🇲🇹 Malta,Helen & Joseph,L-imħabba,18,18,0.00%,18,18,0.00%,,,
248,1972,10,52.94%,1972,,,,🇫🇮 Finland,Päivi Paunu & Kim Floor,Muistathan,12,18,35.29%,12,18,35.29%,,,
249,1972,11,58.82%,1972,,,,🇦🇹 Austria,Milestones,Falter im Wind,5,18,76.47%,5,18,76.47%,,,
250,1972,12,64.71%,1972,,,,🇮🇹 Italy,Nicola Di Bari,I giorni dell'arcobaleno,6,18,70.59%,6,18,70.59%,,,
251,1972,13,70.59%,1972,,,,🏳 Yugoslavia,Tereza Kesovija,Muzika i ti,9,18,52.94%,9,18,52.94%,,,
252,1972,14,76.47%,1972,,,,🇸🇪 Sweden,Family Four,Härliga sommardag,13,18,29.41%,13,18,29.41%,,,
253,1972,15,82.35%,1972,,,,🇲🇨 Monaco,Anne-Marie Godart & Peter MacLane,Comme on s'aime,16,18,11.76%,16,18,11.76%,,,
254,1972,16,88.24%,1972,,,,🇧🇪 Belgium,Serge & Christine Ghisoland,À la folie ou pas du tout,17,18,5.88%,17,18,5.88%,,,
255,1972,17,94.12%,1972,,,,🇱🇺 Luxembourg,Vicky Leandros,Après toi,1,18,100.00%,1,18,100.00%,,,
256,1972,18,100.00%,1972,,,,🇳🇱 Netherlands,Sandra & Andres,Als het om de liefde gaat,4,18,82.35%,4,18,82.35%,,,
257,1973,1,0.00%,1973,,,,🇫🇮 Finland,Marion Rung,Tom Tom Tom,6,17,68.75%,6,17,68.75%,,,
258,1973,2,6.25%,1973,,,,🇧🇪 Belgium,Nicole & Hugo,"Baby, Baby",17,17,0.00%,17,17,0.00%,,,
259,1973,3,12.50%,1973,,,,🇵🇹 Portugal,Fernando Tordo,Tourada,10.5,17,40.63%,10.5,17,40.63%,,,
260,1973,4,18.75%,1973,,,,🇩🇪 Germany,Gitte,Junger Tag,8.5,17,53.13%,8.5,17,53.13%,,,
261,1973,5,25.00%,1973,,,,🇳🇴 Norway,Bendik Singers,It's Just A Game,7,17,62.50%,7,17,62.50%,,,
262,1973,6,31.25%,1973,,,,🇲🇨 Monaco,Marie,Un train qui part,8.5,17,53.13%,8.5,17,53.13%,,,
263,1973,7,37.50%,1973,,,,🇪🇸 Spain,Mocedades,Eres tú,2,17,93.75%,2,17,93.75%,,,
264,1973,8,43.75%,1973,,,,🇨🇭 Switzerland,Patrick Juvet,"Je vais me marier, Marie",12,17,31.25%,12,17,31.25%,,,
265,1973,9,50.00%,1973,,,,🏳 Yugoslavia,Zdravko Čolić,Gori vatra,15.5,17,9.38%,15.5,17,9.38%,,,
266,1973,10,56.25%,1973,,,,🇮🇹 Italy,Massimo Ranieri,Chi sarà con te,13,17,25.00%,13,17,25.00%,,,
267,1973,11,62.50%,1973,,,,🇱🇺 Luxembourg,Anne-Marie David,Tu te reconnaîtras,1,17,100.00%,1,17,100.00%,,,
268,1973,12,68.75%,1973,,,,🇸🇪 Sweden,The Nova & The Dolls,You're Summer,5,17,75.00%,5,17,75.00%,,,
269,1973,13,75.00%,1973,,,,🇳🇱 Netherlands,Ben Cramer,De oude muzikant,14,17,18.75%,14,17,18.75%,,,
270,1973,14,81.25%,1973,,,,🇮🇪 Ireland,Maxi,Do I Dream,10.5,17,40.63%,10.5,17,40.63%,,,
271,1973,15,87.50%,1973,,,,🇬🇧 United Kingdom,Cliff Richard,Power to All Our Friends,3,17,87.50%,3,17,87.50%,,,
272,1973,16,93.75%,1973,,,,🇫🇷 France,Martine Clémenceau,Sans toi,15.5,17,9.38%,15.5,17,9.38%,,,
273,1973,17,100.00%,1973,,,,🇮🇱 Israel,Ilanit,Ey Sham,4,17,81.25%,4,17,81.25%,,,
274,1974,1,0.00%,1974,,,,🇫🇮 Finland,Carita,Keep Me Warm,13,17,25.00%,13,17,25.00%,,,
275,1974,2,6.25%,1974,,,,🇬🇧 United Kingdom,Olivia Newton-John,Long Live Love,5,17,75.00%,5,17,75.00%,,,
276,1974,3,12.50%,1974,,,,🇪🇸 Spain,Peret,Canta y sé feliz,9.5,17,46.88%,9.5,17,46.88%,,,
277,1974,4,18.75%,1974,,,,🇳🇴 Norway,Anne-Karine Strøm feat. Bendik Singers,The First Day of Love,15.5,17,9.38%,15.5,17,9.38%,,,
278,1974,5,25.00%,1974,,,,🇬🇷 Greece,Marinella,"Krasi, thalassa ke t' agori mou",11,17,37.50%,11,17,37.50%,,,
279,1974,6,31.25%,1974,,,,🇮🇱 Israel,Poogy,Natati La Khayay,7.5,17,59.38%,7.5,17,59.38%,,,
280,1974,7,37.50%,1974,,,,🏳 Yugoslavia,Korni Grupa,Generacija '42,12,17,31.25%,12,17,31.25%,,,
281,1974,8,43.75%,1974,,,,🇸🇪 Sweden,ABBA,Waterloo,1,17,100.00%,1,17,100.00%,,,
282,1974,9,50.00%,1974,,,,🇱🇺 Luxembourg,Ireen Sheer,Bye Bye I Love You,5,17,75.00%,5,17,75.00%,,,
283,1974,10,56.25%,1974,,,,🇲🇨 Monaco,Romuald,Celui qui reste et celui qui s'en va,5,17,75.00%,5,17,75.00%,,,
284,1974,11,62.50%,1974,,,,🇧🇪 Belgium,Jacques Hustin,Fleur de liberté,9.5,17,46.88%,9.5,17,46.88%,,,
285,1974,12,68.75%,1974,,,,🇳🇱 Netherlands,Mouth & MacNeal,I See a Star,3,17,87.50%,3,17,87.50%,,,
286,1974,13,75.00%,1974,,,,🇮🇪 Ireland,Tina Reynolds,Cross Your Heart,7.5,17,59.38%,7.5,17,59.38%,,,
287,1974,14,81.25%,1974,,,,🇩🇪 Germany,Cindy & Bert,Die Sommermelodie,15.5,17,9.38%,15.5,17,9.38%,,,
288,1974,15,87.50%,1974,,,,🇨🇭 Switzerland,Piera Martell,Mein Ruf nach dir,15.5,17,9.38%,15.5,17,9.38%,,,
289,1974,16,93.75%,1974,,,,🇵🇹 Portugal,Paulo de Carvalho,E depois do adeus,15.5,17,9.38%,15.5,17,9.38%,,,
290,1974,17,100.00%,1974,,,,🇮🇹 Italy,Gigliola Cinquetti,Sì,2,17,93.75%,2,17,93.75%,,,
291,1975,1,0.00%,1975,,,,🇳🇱 Netherlands,Teach-In,Ding-a-dong,1,19,100.00%,1,19,100.00%,,,
292,1975,2,5.56%,1975,,,,🇮🇪 Ireland,The Swarbriggs,That's What Friends Are For,9,19,55.56%,9,19,55.56%,,,
293,1975,3,11.11%,1975,,,,🇫🇷 France,Nicole Rieu,Et bonjour à toi l'artiste,4,19,83.33%,4,19,83.33%,,,
294,1975,4,16.67%,1975,,,,🇩🇪 Germany,Joy Fleming,Ein Lied kann eine Brücke sein,17,19,11.11%,17,19,11.11%,,,
295,1975,5,22.22%,1975,,,,🇱🇺 Luxembourg,Geraldine,Toi,5,19,77.78%,5,19,77.78%,,,
296,1975,6,27.78%,1975,,,,🇳🇴 Norway,Ellen Nikolaysen,Touch My Life (with Summer),18,19,5.56%,18,19,5.56%,,,
297,1975,7,33.33%,1975,,,,🇨🇭 Switzerland,Simone Drexel,Mikado,6,19,72.22%,6,19,72.22%,,,
298,1975,8,38.89%,1975,,,,🏳 Yugoslavia,Pepel in kri,Dan ljubezni,13.5,19,30.56%,13.5,19,30.56%,,,
299,1975,9,44.44%,1975,,,,🇬🇧 United Kingdom,The Shadows,Let Me Be The One,2,19,94.44%,2,19,94.44%,,,
300,1975,10,50.00%,1975,,,,🇲🇹 Malta,Renato,Singing This Song,12,19,38.89%,12,19,38.89%,,,
301,1975,11,55.56%,1975,,,,🇧🇪 Belgium,Ann Christy,Gelukkig zijn,15,19,22.22%,15,19,22.22%,,,
302,1975,12,61.11%,1975,,,,🇮🇱 Israel,Shlomo Artzi,At Ve'Ani,11,19,44.44%,11,19,44.44%,,,
303,1975,13,66.67%,1975,,,,🇹🇷 Türkiye,Semiha Yankı,Seninle Bir Dakika,19,19,0.00%,19,19,0.00%,,,
304,1975,14,72.22%,1975,,,,🇲🇨 Monaco,Sophie Hecquet,Une chanson c'est une lettre,13.5,19,30.56%,13.5,19,30.56%,,,
305,1975,15,77.78%,1975,,,,🇫🇮 Finland,Pihasoittajat,Old Man Fiddle,7,19,66.67%,7,19,66.67%,,,
306,1975,16,83.33%,1975,,,,🇵🇹 Portugal,Duarte Mendes,Madrugada,16,19,16.67%,16,19,16.67%,,,
307,1975,17,88.89%,1975,,,,🇪🇸 Spain,Sergio & Estíbaliz,Tú volverás,10,19,50.00%,10,19,50.00%,,,
308,1975,18,94.44%,1975,,,,🇸🇪 Sweden,Lasse Berghagen,"Jennie, Jennie",8,19,61.11%,8,19,61.11%,,,
309,1975,19,100.00%,1975,,,,🇮🇹 Italy,Wess & Dori Ghezzi,Era,3,19,88.89%,3,19,88.89%,,,
310,1976,1,0.00%,1976,,,,🇬🇧 United Kingdom,Brotherhood of Man,Save Your Kisses for Me,1,18,100.00%,1,18,100.00%,,,
311,1976,2,5.88%,1976,,,,🇨🇭 Switzerland,"Peter, Sue & Marc","Djambo, Djambo",4,18,82.35%,4,18,82.35%,,,
312,1976,3,11.76%,1976,,,,🇩🇪 Germany,Les Humphries Singers,Sing Sang Song,15,18,17.65%,15,18,17.65%,,,
313,1976,4,17.65%,1976,,,,🇮🇱 Israel,"Chocolate, Menta, Mastik",Emor Shalom,6,18,70.59%,6,18,70.59%,,,
314,1976,5,23.53%,1976,,,,🇱🇺 Luxembourg,Jürgen Marcus,Chansons pour ceux qui s'aiment,14,18,23.53%,14,18,23.53%,,,
315,1976,6,29.41%,1976,,,,🇧🇪 Belgium,Pierre Rapsat,Judy et Cie,8,18,58.82%,8,18,58.82%,,,
316,1976,7,35.29%,1976,,,,🇮🇪 Ireland,Red Hurley,When,10,18,47.06%,10,18,47.06%,,,
317,1976,8,41.18%,1976,,,,🇳🇱 Netherlands,Sandra Reemer,The Party's Over,9,18,52.94%,9,18,52.94%,,,
318,1976,9,47.06%,1976,,,,🇳🇴 Norway,Anne-Karine Strøm,Mata Hari,18,18,0.00%,18,18,0.00%,,,
319,1976,10,52.94%,1976,,,,🇬🇷 Greece,Mariza Koch,"Panagia mou, Panagia mou",13,18,29.41%,13,18,29.41%,,,
320,1976,11,58.82%,1976,,,,🇫🇮 Finland,Fredi & The Friends,Pump-Pump,11,18,41.18%,11,18,41.18%,,,
321,1976,12,64.71%,1976,,,,🇪🇸 Spain,Braulio,Sobran las palabras,16,18,11.76%,16,18,11.76%,,,
322,1976,13,70.59%,1976,,,,🇮🇹 Italy,Al Bano & Romina Power,We'll Live It All Again,7,18,64.71%,7,18,64.71%,,,
323,1976,14,76.47%,1976,,,,🇦🇹 Austria,Waterloo & Robinson,My Little World,5,18,76.47%,5,18,76.47%,,,
324,1976,15,82.35%,1976,,,,🇵🇹 Portugal,Carlos do Carmo,Uma flor de verde pinho,12,18,35.29%,12,18,35.29%,,,
325,1976,16,88.24%,1976,,,,🇲🇨 Monaco,Mary Christy,"Toi, la musique et moi",3,18,88.24%,3,18,88.24%,,,
326,1976,17,94.12%,1976,,,,🇫🇷 France,Catherine Ferry,"Un, deux, trois",2,18,94.12%,2,18,94.12%,,,
327,1976,18,100.00%,1976,,,,🏳 Yugoslavia,Ambasadori,Ne mogu skriti svoju bol,17,18,5.88%,17,18,5.88%,,,
328,1977,1,0.00%,1977,,,,🇮🇪 Ireland,The Swarbriggs Plus Two,It's Nice to Be in Love Again,3,18,88.24%,3,18,88.24%,,,
329,1977,2,5.88%,1977,,,,🇲🇨 Monaco,Michèle Torr,Une petite française,4,18,82.35%,4,18,82.35%,,,
330,1977,3,11.76%,1977,,,,🇳🇱 Netherlands,Heddy Lester,De mallemolen,12,18,35.29%,12,18,35.29%,,,
331,1977,4,17.65%,1977,,,,🇦🇹 Austria,Schmetterlinge,Boom Boom Boomerang,17,18,5.88%,17,18,5.88%,,,
332,1977,5,23.53%,1977,,,,🇳🇴 Norway,Anita Skorgan,Casanova,14.5,18,20.59%,14.5,18,20.59%,,,
333,1977,6,29.41%,1977,,,,🇩🇪 Germany,Silver Convention,Telegram,8,18,58.82%,8,18,58.82%,,,
334,1977,7,35.29%,1977,,,,🇱🇺 Luxembourg,Anne-Marie B,Frère Jacques,16,18,11.76%,16,18,11.76%,,,
335,1977,8,41.18%,1977,,,,🇵🇹 Portugal,Os Amigos,Portugal no coração,14.5,18,20.59%,14.5,18,20.59%,,,
336,1977,9,47.06%,1977,,,,🇬🇧 United Kingdom,Lynsey de Paul & Mike Moran,Rock Bottom,2,18,94.12%,2,18,94.12%,,,
337,1977,10,52.94%,1977,,,,🇬🇷 Greece,"Paschalis, Marianna, Robert & Bessy",Mathima solfege,5,18,76.47%,5,18,76.47%,,,
338,1977,11,58.82%,1977,,,,🇮🇱 Israel,Ilanit,Ahava Hi Shir Lishnayim,11,18,41.18%,11,18,41.18%,,,
339,1977,12,64.71%,1977,,,,🇨🇭 Switzerland,Pepe Lienhard Band,Swiss Lady,6,18,70.59%,6,18,70.59%,,,
340,1977,13,70.59%,1977,,,,🇸🇪 Sweden,Forbes,Beatles,18,18,0.00%,18,18,0.00%,,,
341,1977,14,76.47%,1977,,,,🇪🇸 Spain,Micky,Enséñame a cantar,9,18,52.94%,9,18,52.94%,,,
342,1977,15,82.35%,1977,,,,🇮🇹 Italy,Mia Martini,Libera,13,18,29.41%,13,18,29.41%,,,
343,1977,16,88.24%,1977,,,,🇫🇮 Finland,Monica Aspelund,Lapponia,10,18,47.06%,10,18,47.06%,,,
344,1977,17,94.12%,1977,,,,🇧🇪 Belgium,Dream Express,"A Million in One, Two, Three",7,18,64.71%,7,18,64.71%,,,
345,1977,18,100.00%,1977,,,,🇫🇷 France,Marie Myriam,L'oiseau et l'enfant,1,18,100.00%,1,18,100.00%,,,
346,1978,1,0.00%,1978,,,,🇮🇪 Ireland,Colm C. T. Wilkinson,Born to Sing,5,20,78.95%,5,20,78.95%,,,
347,1978,2,5.26%,1978,,,,🇳🇴 Norway,Jahn Teigen,Mil etter mil,20,20,0.00%,20,20,0.00%,,,
348,1978,3,10.53%,1978,,,,🇮🇹 Italy,Ricchi e Poveri,Questo amore,12,20,42.11%,12,20,42.11%,,,
349,1978,4,15.79%,1978,,,,🇫🇮 Finland,Seija Simola,Anna rakkaudelle tilaisuus,18.5,20,7.89%,18.5,20,7.89%,,,
350,1978,5,21.05%,1978,,,,🇵🇹 Portugal,Gemini,Dai li dou,17,20,15.79%,17,20,15.79%,,,
351,1978,6,26.32%,1978,,,,🇫🇷 France,Joël Prévost,Il y aura toujours des violons,3,20,89.47%,3,20,89.47%,,,
352,1978,7,31.58%,1978,,,,🇪🇸 Spain,José Vélez,Bailemos un vals,9.5,20,55.26%,9.5,20,55.26%,,,
353,1978,8,36.84%,1978,,,,🇬🇧 United Kingdom,Co-Co,The Bad Old Days,11,20,47.37%,11,20,47.37%,,,
354,1978,9,42.11%,1978,,,,🇨🇭 Switzerland,Carole Vinci,Vivre,9.5,20,55.26%,9.5,20,55.26%,,,
355,1978,10,47.37%,1978,,,,🇧🇪 Belgium,Jean Vallée,L'amour ça fait chanter la vie,2,20,94.74%,2,20,94.74%,,,
356,1978,11,52.63%,1978,,,,🇳🇱 Netherlands,Harmony,t Is OK,13,20,36.84%,13,20,36.84%,,,
357,1978,12,57.89%,1978,,,,🇹🇷 Türkiye,Nilüfer & Nazar,Sevince,18.5,20,7.89%,18.5,20,7.89%,,,
358,1978,13,63.16%,1978,,,,🇩🇪 Germany,Ireen Sheer,Feuer,6,20,73.68%,6,20,73.68%,,,
359,1978,14,68.42%,1978,,,,🇲🇨 Monaco,Caline & Olivier Toussaint,Les jardins de Monaco,4,20,84.21%,4,20,84.21%,,,
360,1978,15,73.68%,1978,,,,🇬🇷 Greece,Tania Tsanaklidou,Charlie Chaplin,8,20,63.16%,8,20,63.16%,,,
361,1978,16,78.95%,1978,,,,🇩🇰 Denmark,Mabel,Boom Boom,16,20,21.05%,16,20,21.05%,,,
362,1978,17,84.21%,1978,,,,🇱🇺 Luxembourg,Baccara,Parlez-vous français?,7,20,68.42%,7,20,68.42%,,,
363,1978,18,89.47%,1978,,,,🇮🇱 Israel,Izhar Cohen & the Alphabeta,A-Ba-Ni-Bi,1,20,100.00%,1,20,100.00%,,,
364,1978,19,94.74%,1978,,,,🇦🇹 Austria,Springtime,Mrs. Caroline Robinson,15,20,26.32%,15,20,26.32%,,,
365,1978,20,100.00%,1978,,,,🇸🇪 Sweden,Björn Skifs,Det blir alltid värre framåt natten,14,20,31.58%,14,20,31.58%,,,
366,1979,1,0.00%,1979,,,,🇵🇹 Portugal,Manuela Bravo,"Sobe, sobe, balão sobe",9,19,55.56%,9,19,55.56%,,,
367,1979,2,5.56%,1979,,,,🇮🇹 Italy,Matia Bazar,Raggio di luna,15,19,22.22%,15,19,22.22%,,,
368,1979,3,11.11%,1979,,,,🇩🇰 Denmark,Tommy Seebach,Disco Tango,6,19,72.22%,6,19,72.22%,,,
369,1979,4,16.67%,1979,,,,🇮🇪 Ireland,Cathal Dunne,Happy Man,5,19,77.78%,5,19,77.78%,,,
370,1979,5,22.22%,1979,,,,🇫🇮 Finland,Katri Helena,Katson sineen taivaan,14,19,27.78%,14,19,27.78%,,,
371,1979,6,27.78%,1979,,,,🇲🇨 Monaco,Laurent Vaguener,Notre vie c'est la musique,16,19,16.67%,16,19,16.67%,,,
372,1979,7,33.33%,1979,,,,🇬🇷 Greece,Elpida,Sokrati,8,19,61.11%,8,19,61.11%,,,
373,1979,8,38.89%,1979,,,,🇨🇭 Switzerland,"Peter, Sue, Marc, Pfuri, Gorps & Kniri",Trödler und Co,10,19,50.00%,10,19,50.00%,,,
374,1979,9,44.44%,1979,,,,🇩🇪 Germany,Dschinghis Khan,Dschinghis Khan,4,19,83.33%,4,19,83.33%,,,
375,1979,10,50.00%,1979,,,,🇮🇱 Israel,Milk & Honey,Hallelujah,1,19,100.00%,1,19,100.00%,,,
376,1979,11,55.56%,1979,,,,🇫🇷 France,Anne-Marie David,Je suis l'enfant soleil,3,19,88.89%,3,19,88.89%,,,
377,1979,12,61.11%,1979,,,,🇧🇪 Belgium,Micha Marah,Hey Nana,18.5,19,2.78%,18.5,19,2.78%,,,
378,1979,13,66.67%,1979,,,,🇱🇺 Luxembourg,Jeane Manson,J'ai déjà vu ça dans tes yeux,13,19,33.33%,13,19,33.33%,,,
379,1979,14,72.22%,1979,,,,🇳🇱 Netherlands,Xandra,Colorado,12,19,38.89%,12,19,38.89%,,,
380,1979,15,77.78%,1979,,,,🇸🇪 Sweden,Ted Gärdestad,Satellit,17,19,11.11%,17,19,11.11%,,,
381,1979,16,83.33%,1979,,,,🇳🇴 Norway,Anita Skorgan,Oliver,11,19,44.44%,11,19,44.44%,,,
382,1979,17,88.89%,1979,,,,🇬🇧 United Kingdom,Black Lace,Mary Ann,7,19,66.67%,7,19,66.67%,,,
383,1979,18,94.44%,1979,,,,🇦🇹 Austria,Christina Simon,Heute in Jerusalem,18.5,19,2.78%,18.5,19,2.78%,,,
384,1979,19,100.00%,1979,,,,🇪🇸 Spain,Betty Missiego,Su canción,2,19,94.44%,2,19,94.44%,,,
385,1980,1,0.00%,1980,,,,🇦🇹 Austria,Blue Danube,Du bist Musik,8,19,61.11%,8,19,61.11%,,,
386,1980,2,5.56%,1980,,,,🇹🇷 Türkiye,Ajda Pekkan,Pet'r Oil,15,19,22.22%,15,19,22.22%,,,
387,1980,3,11.11%,1980,,,,🇬🇷 Greece,Anna Vissi & the Epikouri,Autostop,13,19,33.33%,13,19,33.33%,,,
388,1980,4,16.67%,1980,,,,🇱🇺 Luxembourg,Sophie & Magaly,Papa pingouin,9,19,55.56%,9,19,55.56%,,,
389,1980,5,22.22%,1980,,,,🇲🇦 Morocco,Samira Bensaïd,Bitaqat Hub,18,19,5.56%,18,19,5.56%,,,
390,1980,6,27.78%,1980,,,,🇮🇹 Italy,Alan Sorrenti,Non so che darei,6,19,72.22%,6,19,72.22%,,,
391,1980,7,33.33%,1980,,,,🇩🇰 Denmark,Bamses Venner,Tænker altid på dig,14,19,27.78%,14,19,27.78%,,,
392,1980,8,38.89%,1980,,,,🇸🇪 Sweden,Tomas Ledin,Just nu!,10,19,50.00%,10,19,50.00%,,,
393,1980,9,44.44%,1980,,,,🇨🇭 Switzerland,Paola,Cinéma,4,19,83.33%,4,19,83.33%,,,
394,1980,10,50.00%,1980,,,,🇫🇮 Finland,Vesa-Matti Loiri,Huilumies,19,19,0.00%,19,19,0.00%,,,
395,1980,11,55.56%,1980,,,,🇳🇴 Norway,Sverre Kjelsberg & Mattis Hætta,Sámiid ædnan,16,19,16.67%,16,19,16.67%,,,
